#,Kind,Subtype,Orientation,Closest entrance,Closest entrance (elevator),Building,Floor,Room,Latitude,Longitude,Notes,Closest stair,Closest elevator,Direction from connector,Connections,Date,Time,Timestamp
1,entrance,,E,,,Marian,1,Main,41.7211,-73.934013,,,,,,19 Apr 2026,16:08:46,2026-04-19T20:08:46.665Z
