#,Kind,Subtype,Orientation,Closest entrance,Closest entrance (elevator),Building,Floor,Room,Latitude,Longitude,Notes,Closest stair,Closest elevator,Direction from connector,Connections,Date,Time,Timestamp
1,entrance,,N,,,Greystone,1,Main,41.721467,-73.933807,,,,,,19 Apr 2026,16:08:31,2026-04-19T20:08:31.765Z
