#,Kind,Subtype,Orientation,Closest entrance,Closest entrance (elevator),Building,Floor,Room,Latitude,Longitude,Notes,Closest stair,Closest elevator,Direction from connector,Connections,Date,Time,Timestamp
1,entrance,,NW,,,Donnelly,1,Side,41.721038,-73.932895,,,,,,19 Apr 2026,16:02:40,2026-04-19T20:02:40.692Z
2,entrance,,W,,,Donnelly,1,Main,41.720602,-73.933,,,,,,19 Apr 2026,16:03:02,2026-04-19T20:03:02.437Z
